month,name,format_id
2018-08-01,gen7pu,40
2018-08-01,gen7ru,38
2018-08-01,gen7ubers,35
2018-08-01,gen7uu,37
2018-08-01,gen7vgc2018,47
2018-08-01,gen7vgc2019sunseries,48
2018-08-01,gen7vgc2019ultraseries,50
2018-09-01,gen1ou,2
2018-09-01,gen2ou,5
2018-09-01,gen3ou,8
2018-09-01,gen4ou,11
2018-09-01,gen4ubers,10
2018-09-01,gen5ou,15
2018-09-01,gen6ou,22
2018-09-01,gen7doublesou,44
2018-09-01,gen7doublesubers,43
2018-09-01,gen7doublesuu,45
2018-09-01,gen7lc,41
2018-09-01,gen7monotype,42
2018-09-01,gen7nu,39
2018-09-01,gen7ou,36
2018-09-01,gen7pu,40
2018-09-01,gen7ru,38
2018-09-01,gen7ubers,35
2018-09-01,gen7uu,37
2018-09-01,gen7vgc2018,47
2018-09-01,gen7vgc2019sunseries,48
2018-09-01,gen7vgc2019ultraseries,50
2018-10-01,gen1ou,2
2018-10-01,gen2ou,5
2018-10-01,gen3ou,8
2018-10-01,gen4ou,11
2018-10-01,gen5ou,15
2018-10-01,gen5ubers,14
2018-10-01,gen6ou,22
2018-10-01,gen7doublesou,44
2018-10-01,gen7doublesubers,43
2018-10-01,gen7doublesuu,45
2018-10-01,gen7lc,41
2018-10-01,gen7monotype,42
2018-10-01,gen7nu,39
2018-10-01,gen7ou,36
2018-10-01,gen7pu,40
2018-10-01,gen7ru,38
2018-10-01,gen7ubers,35
2018-10-01,gen7uu,37
2018-10-01,gen7vgc2018,47
2018-10-01,gen7vgc2019sunseries,48
2018-10-01,gen7vgc2019ultraseries,50
2018-11-01,gen1ou,2
2018-11-01,gen2ou,5
2018-11-01,gen3ou,8
2018-11-01,gen4ou,11
2018-11-01,gen5ou,15
2018-11-01,gen6ou,22
2018-11-01,gen6ubers,21
2018-11-01,gen7doublesou,44
2018-11-01,gen7doublesubers,43
2018-11-01,gen7doublesuu,45
2018-11-01,gen7lc,41
2018-11-01,gen7monotype,42
2018-11-01,gen7nu,39
2018-11-01,gen7ou,36
2018-11-01,gen7pu,40
2018-11-01,gen7ru,38
2018-11-01,gen7ubers,35
2018-11-01,gen7uu,37
2018-11-01,gen7vgc2018,47
2018-11-01,gen7vgc2019moonseries,49
2018-11-01,gen7vgc2019sunseries,48
2018-11-01,gen7vgc2019ultraseries,50
2018-12-01,gen1ou,2
2018-12-01,gen1uu,3
2018-12-01,gen2ou,5
2018-12-01,gen3ou,8
2018-12-01,gen4ou,11
2018-12-01,gen5ou,15
2018-12-01,gen6ou,22
2018-12-01,gen7doublesou,44
2018-12-01,gen7doublesubers,43
2018-12-01,gen7doublesuu,45
2018-12-01,gen7lc,41
2018-12-01,gen7monotype,42
2018-12-01,gen7nu,39
2018-12-01,gen7ou,36
2018-12-01,gen7pu,40
2018-12-01,gen7ru,38
2018-12-01,gen7ubers,35
2018-12-01,gen7uu,37
2018-12-01,gen7vgc2018,47
2018-12-01,gen7vgc2019moonseries,49
2018-12-01,gen7vgc2019sunseries,48
2018-12-01,gen7vgc2019ultraseries,50
2019-01-01,gen1ou,2
2019-01-01,gen2ou,5
2019-01-01,gen2uu,6
2019-01-01,gen3ou,8
2019-01-01,gen4ou,11
2019-01-01,gen5ou,15
2019-01-01,gen6ou,22
2019-01-01,gen7doublesou,44
2019-01-01,gen7doublesubers,43
2019-01-01,gen7doublesuu,45
2019-01-01,gen7lc,41
2019-01-01,gen7monotype,42
2019-01-01,gen7nu,39
2019-01-01,gen7ou,36
2019-01-01,gen7pu,40
2019-01-01,gen7ru,38
2019-01-01,gen7ubers,35
2019-01-01,gen7uu,37
2019-01-01,gen7vgc2018,47
2019-01-01,gen7vgc2019moonseries,49
2019-01-01,gen7vgc2019ultraseries,50
2019-02-01,gen1ou,2
2019-02-01,gen2ou,5
2019-02-01,gen3ou,8
2019-02-01,gen3uu,9
2019-02-01,gen4ou,11
2019-02-01,gen5ou,15
2019-02-01,gen6ou,22
2019-02-01,gen7doublesou,44
2019-02-01,gen7doublesubers,43
2019-02-01,gen7doublesuu,45
2019-02-01,gen7lc,41
2019-02-01,gen7monotype,42
2019-02-01,gen7nu,39
2019-02-01,gen7ou,36
2019-02-01,gen7pu,40
2019-02-01,gen7ru,38
2019-02-01,gen7ubers,35
2019-02-01,gen7uu,37
2019-02-01,gen7vgc2018,47
2019-02-01,gen7vgc2019moonseries,49
2019-02-01,gen7vgc2019ultraseries,50
2019-03-01,gen1ou,2
2019-03-01,gen2ou,5
2019-03-01,gen3ou,8
2019-03-01,gen4ou,11
2019-03-01,gen4uu,12
2019-03-01,gen5ou,15
2019-03-01,gen6ou,22
2019-03-01,gen7doublesou,44
2019-03-01,gen7doublesubers,43
2019-03-01,gen7doublesuu,45
2019-03-01,gen7lc,41
2019-03-01,gen7monotype,42
2019-03-01,gen7nu,39
2019-03-01,gen7ou,36
2019-03-01,gen7pu,40
2019-03-01,gen7ru,38
2019-03-01,gen7ubers,35
2019-03-01,gen7uu,37
2019-03-01,gen7vgc2018,47
2019-03-01,gen7vgc2019moonseries,49
2019-03-01,gen7vgc2019ultraseries,50
2019-04-01,gen1ou,2
2019-04-01,gen2ou,5
2019-04-01,gen3ou,8
2019-04-01,gen4ou,11
2019-04-01,gen5ou,15
2019-04-01,gen5uu,16
2019-04-01,gen6ou,22
2019-04-01,gen7doublesou,44
2019-04-01,gen7doublesubers,43
2019-04-01,gen7doublesuu,45
2019-04-01,gen7lc,41
2019-04-01,gen7monotype,42
2019-04-01,gen7nu,39
2019-04-01,gen7ou,36
2019-04-01,gen7pu,40
2019-04-01,gen7ru,38
2019-04-01,gen7ubers,35
2019-04-01,gen7uu,37
2019-04-01,gen7vgc2018,47
2019-04-01,gen7vgc2019moonseries,49
2019-04-01,gen7vgc2019ultraseries,50
2019-05-01,gen1ou,2
2019-05-01,gen2ou,5
2019-05-01,gen3ou,8
2019-05-01,gen4ou,11
2019-05-01,gen5ou,15
2019-05-01,gen6ou,22
2019-05-01,gen6uu,23
2019-05-01,gen7doublesou,44
2019-05-01,gen7doublesubers,43
2019-05-01,gen7doublesuu,45
2019-05-01,gen7lc,41
2019-05-01,gen7monotype,42
2019-05-01,gen7nu,39
2019-05-01,gen7ou,36
2019-05-01,gen7pu,40
2019-05-01,gen7ru,38
2019-05-01,gen7ubers,35
2019-05-01,gen7uu,37
2019-05-01,gen7vgc2018,47
2019-05-01,gen7vgc2019ultraseries,50
2019-06-01,gen1ou,2
2019-06-01,gen1ubers,1
2019-06-01,gen2ou,5
2019-06-01,gen3ou,8
2019-06-01,gen4ou,11
2019-06-01,gen5ou,15
2019-06-01,gen6ou,22
2019-06-01,gen7doublesou,44
2019-06-01,gen7doublesubers,43
2019-06-01,gen7doublesuu,45
2019-06-01,gen7lc,41
2019-06-01,gen7monotype,42
2019-06-01,gen7nu,39
2019-06-01,gen7ou,36
2019-06-01,gen7pu,40
2019-06-01,gen7ru,38
2019-06-01,gen7ubers,35
2019-06-01,gen7uu,37
2019-06-01,gen7vgc2018,47
2019-06-01,gen7vgc2019ultraseries,50
2019-07-01,gen1ou,2
2019-07-01,gen2ou,5
2019-07-01,gen2ubers,4
2019-07-01,gen3ou,8
2019-07-01,gen4ou,11
2019-07-01,gen5ou,15
2019-07-01,gen6ou,22
2019-07-01,gen7doublesou,44
2019-07-01,gen7doublesubers,43
2019-07-01,gen7doublesuu,45
2019-07-01,gen7lc,41
2019-07-01,gen7monotype,42
2019-07-01,gen7nu,39
2019-07-01,gen7ou,36
2019-07-01,gen7pu,40
2019-07-01,gen7ru,38
2019-07-01,gen7ubers,35
2019-07-01,gen7uu,37
2019-07-01,gen7vgc2018,47
2019-07-01,gen7vgc2019ultraseries,50
2019-08-01,gen1ou,2
2019-08-01,gen2ou,5
2019-08-01,gen3ou,8
2019-08-01,gen3ubers,7
2019-08-01,gen4ou,11
2019-08-01,gen5ou,15
2019-08-01,gen6ou,22
2019-08-01,gen7doublesou,44
2019-08-01,gen7doublesubers,43
2019-08-01,gen7doublesuu,45
2019-08-01,gen7lc,41
2019-08-01,gen7monotype,42
2019-08-01,gen7nu,39
2019-08-01,gen7ou,36
2019-08-01,gen7pu,40
2019-08-01,gen7ru,38
2019-08-01,gen7ubers,35
2019-08-01,gen7uu,37
2019-08-01,gen7vgc2018,47
2019-08-01,gen7vgc2019ultraseries,50
2019-09-01,gen1ou,2
2019-09-01,gen2ou,5
2019-09-01,gen3ou,8
2019-09-01,gen4ou,11
2019-09-01,gen4ubers,10
2019-09-01,gen5ou,15
2019-09-01,gen6ou,22
2019-09-01,gen7doublesou,44
2019-09-01,gen7doublesubers,43
2019-09-01,gen7doublesuu,45
2019-09-01,gen7lc,41
2019-09-01,gen7monotype,42
2019-09-01,gen7nu,39
2019-09-01,gen7ou,36
2019-09-01,gen7pu,40
2019-09-01,gen7ru,38
2019-09-01,gen7ubers,35
2019-09-01,gen7uu,37
2019-09-01,gen7vgc2018,47
2019-09-01,gen7vgc2019ultraseries,50
2019-10-01,gen1ou,2
2019-10-01,gen2ou,5
2019-10-01,gen3ou,8
2019-10-01,gen4lc,13
2019-10-01,gen4ou,11
2019-10-01,gen5ou,15
2019-10-01,gen5ubers,14
2019-10-01,gen6monotype,28
2019-10-01,gen6ou,22
2019-10-01,gen7doublesou,44
2019-10-01,gen7doublesubers,43
2019-10-01,gen7doublesuu,45
2019-10-01,gen7lc,41
2019-10-01,gen7monotype,42
2019-10-01,gen7nu,39
2019-10-01,gen7ou,36
2019-10-01,gen7pu,40
2019-10-01,gen7ru,38
2019-10-01,gen7ubers,35
2019-10-01,gen7uu,37
2019-10-01,gen7vgc2018,47
2019-10-01,gen7vgc2019ultraseries,50
2019-11-01,gen1ou,2
2019-11-01,gen2ou,5
2019-11-01,gen3ou,8
2019-11-01,gen4ou,11
2019-11-01,gen5ou,15
2019-11-01,gen5ru,17
2019-11-01,gen6ou,22
2019-11-01,gen6ubers,21
2019-11-01,gen7doublesou,44
2019-11-01,gen7doublesubers,43
2019-11-01,gen7doublesuu,45
2019-11-01,gen7lc,41
2019-11-01,gen7monotype,42
2019-11-01,gen7nu,39
2019-11-01,gen7ou,36
2019-11-01,gen7pu,40
2019-11-01,gen7ru,38
2019-11-01,gen7ubers,35
2019-11-01,gen7uu,37
2019-11-01,gen7vgc2018,47
2019-11-01,gen7vgc2019ultraseries,50
2019-11-01,gen8doublesou,60
2019-11-01,gen8lc,57
2019-11-01,gen8monotype,58
2019-11-01,gen8ou,52
2019-11-01,gen8ubers,51
2019-12-01,gen1ou,2
2019-12-01,gen1uu,3
2019-12-01,gen2ou,5
2019-12-01,gen3ou,8
2019-12-01,gen4ou,11
2019-12-01,gen5ou,15
2019-12-01,gen6nu,25
2019-12-01,gen6ou,22
2019-12-01,gen6ubers,21
2019-12-01,gen7doublesou,44
2019-12-01,gen7lc,41
2019-12-01,gen7monotype,42
2019-12-01,gen7nu,39
2019-12-01,gen7ou,36
2019-12-01,gen7pu,40
2019-12-01,gen7ru,38
2019-12-01,gen7ubers,35
2019-12-01,gen7uu,37
2019-12-01,gen7vgc2019ultraseries,50
2019-12-01,gen8doublesou,60
2019-12-01,gen8lc,57
2019-12-01,gen8monotype,58
2019-12-01,gen8ou,52
2019-12-01,gen8ubers,51
2019-12-01,gen8uu,53
2019-12-01,gen8vgc2020,62
2020-01-01,gen1ou,2
2020-01-01,gen2ou,5
2020-01-01,gen2uu,6
2020-01-01,gen3ou,8
2020-01-01,gen4ou,11
2020-01-01,gen5ou,15
2020-01-01,gen6ou,22
2020-01-01,gen7doublesou,44
2020-01-01,gen7lc,41
2020-01-01,gen7monotype,42
2020-01-01,gen7nu,39
2020-01-01,gen7ou,36
2020-01-01,gen7pu,40
2020-01-01,gen7ru,38
2020-01-01,gen7ubers,35
2020-01-01,gen7uu,37
2020-01-01,gen7vgc2019ultraseries,50
2020-01-01,gen8doublesou,60
2020-01-01,gen8doublesuu,61
2020-01-01,gen8lc,57
2020-01-01,gen8monotype,58
2020-01-01,gen8ou,52
2020-01-01,gen8ru,54
2020-01-01,gen8ubers,51
2020-01-01,gen8uu,53
2020-01-01,gen8vgc2020,62
2020-02-01,gen1ou,2
2020-02-01,gen2ou,5
2020-02-01,gen3ou,8
2020-02-01,gen3uu,9
2020-02-01,gen4ou,11
2020-02-01,gen5ou,15
2020-02-01,gen6ou,22
2020-02-01,gen7doublesou,44
2020-02-01,gen7monotype,42
2020-02-01,gen7ou,36
2020-02-01,gen7ubers,35
2020-02-01,gen7uu,37
2020-02-01,gen8doublesou,60
2020-02-01,gen8doublesuu,61
2020-02-01,gen8lc,57
2020-02-01,gen8monotype,58
2020-02-01,gen8nu,55
2020-02-01,gen8ou,52
2020-02-01,gen8ru,54
2020-02-01,gen8ubers,51
2020-02-01,gen8uu,53
2020-02-01,gen8vgc2020,62
2020-03-01,gen1ou,2
2020-03-01,gen2ou,5
2020-03-01,gen2ubers,4
2020-03-01,gen3ou,8
2020-03-01,gen4ou,11
2020-03-01,gen4uu,12
2020-03-01,gen5ou,15
2020-03-01,gen6ou,22
2020-03-01,gen7doublesou,44
2020-03-01,gen7monotype,42
2020-03-01,gen7ou,36
2020-03-01,gen7ubers,35
2020-03-01,gen7uu,37
2020-03-01,gen8doublesou,60
2020-03-01,gen8doublesubers,59
2020-03-01,gen8doublesuu,61
2020-03-01,gen8lc,57
2020-03-01,gen8monotype,58
2020-03-01,gen8nu,55
2020-03-01,gen8ou,52
2020-03-01,gen8pu,56
2020-03-01,gen8ru,54
2020-03-01,gen8ubers,51
2020-03-01,gen8uu,53
2020-03-01,gen8vgc2020,62
2020-04-01,gen1ou,2
2020-04-01,gen2ou,5
2020-04-01,gen3ou,8
2020-04-01,gen4ou,11
2020-04-01,gen5ou,15
2020-04-01,gen5uu,16
2020-04-01,gen6ou,22
2020-04-01,gen7doublesou,44
2020-04-01,gen7monotype,42
2020-04-01,gen7ou,36
2020-04-01,gen7ubers,35
2020-04-01,gen7uu,37
2020-04-01,gen8doublesou,60
2020-04-01,gen8doublesubers,59
2020-04-01,gen8doublesuu,61
2020-04-01,gen8lc,57
2020-04-01,gen8monotype,58
2020-04-01,gen8nu,55
2020-04-01,gen8ou,52
2020-04-01,gen8pu,56
2020-04-01,gen8ru,54
2020-04-01,gen8ubers,51
2020-04-01,gen8uu,53
2020-04-01,gen8vgc2020,62
2020-05-01,gen1ou,2
2020-05-01,gen2ou,5
2020-05-01,gen3ou,8
2020-05-01,gen4ou,11
2020-05-01,gen5ou,15
2020-05-01,gen5ubers,14
2020-05-01,gen6ou,22
2020-05-01,gen6uu,23
2020-05-01,gen7doublesou,44
2020-05-01,gen7monotype,42
2020-05-01,gen7ou,36
2020-05-01,gen7ubers,35
2020-05-01,gen7uu,37
2020-05-01,gen8doublesou,60
2020-05-01,gen8doublesubers,59
2020-05-01,gen8doublesuu,61
2020-05-01,gen8lc,57
2020-05-01,gen8monotype,58
2020-05-01,gen8nu,55
2020-05-01,gen8ou,52
2020-05-01,gen8pu,56
2020-05-01,gen8ru,54
2020-05-01,gen8ubers,51
2020-05-01,gen8uu,53
2020-05-01,gen8vgc2020,62
2020-06-01,gen1ou,2
2020-06-01,gen1ubers,1
2020-06-01,gen2ou,5
2020-06-01,gen3ou,8
2020-06-01,gen4ou,11
2020-06-01,gen5ou,15
2020-06-01,gen5ubers,14
2020-06-01,gen6ou,22
2020-06-01,gen7doublesou,44
2020-06-01,gen7monotype,42
2020-06-01,gen7ou,36
2020-06-01,gen7ubers,35
2020-06-01,gen7uu,37
2020-06-01,gen8doublesou,60
2020-06-01,gen8doublesubers,59
2020-06-01,gen8doublesuu,61
2020-06-01,gen8lc,57
2020-06-01,gen8monotype,58
2020-06-01,gen8nu,55
2020-06-01,gen8ou,52
2020-06-01,gen8pu,56
2020-06-01,gen8ru,54
2020-06-01,gen8ubers,51
2020-06-01,gen8uu,53
2020-06-01,gen8vgc2020,62
2020-07-01,gen1ou,2
2020-07-01,gen2ou,5
2020-07-01,gen2ubers,4
2020-07-01,gen3ou,8
2020-07-01,gen4ou,11
2020-07-01,gen4uu,12
2020-07-01,gen5ou,15
2020-07-01,gen6ou,22
2020-07-01,gen7doublesou,44
2020-07-01,gen7monotype,42
2020-07-01,gen7ou,36
2020-07-01,gen7ubers,35
2020-07-01,gen7uu,37
2020-07-01,gen8doublesou,60
2020-07-01,gen8doublesubers,59
2020-07-01,gen8doublesuu,61
2020-07-01,gen8lc,57
2020-07-01,gen8monotype,58
2020-07-01,gen8nu,55
2020-07-01,gen8ou,52
2020-07-01,gen8pu,56
2020-07-01,gen8ru,54
2020-07-01,gen8ubers,51
2020-07-01,gen8uu,53
2020-07-01,gen8vgc2020,62
2020-08-01,gen1ou,2
2020-08-01,gen2ou,5
2020-08-01,gen3ou,8
2020-08-01,gen3ubers,7
2020-08-01,gen4ou,11
2020-08-01,gen5ou,15
2020-08-01,gen6ou,22
2020-08-01,gen7doublesou,44
2020-08-01,gen7monotype,42
2020-08-01,gen7ou,36
2020-08-01,gen7ubers,35
2020-08-01,gen7uu,37
2020-08-01,gen8doublesou,60
2020-08-01,gen8doublesubers,59
2020-08-01,gen8doublesuu,61
2020-08-01,gen8lc,57
2020-08-01,gen8monotype,58
2020-08-01,gen8nu,55
2020-08-01,gen8ou,52
2020-08-01,gen8pu,56
2020-08-01,gen8ru,54
2020-08-01,gen8ubers,51
2020-08-01,gen8uu,53
2020-08-01,gen8vgc2020,62
2020-09-01,gen1ou,2
2020-09-01,gen2ou,5
2020-09-01,gen3ou,8
2020-09-01,gen4ou,11
2020-09-01,gen4ubers,10
2020-09-01,gen5ou,15
2020-09-01,gen6ou,22
2020-09-01,gen7doublesou,44
2020-09-01,gen7monotype,42
2020-09-01,gen7ou,36
2020-09-01,gen7ubers,35
2020-09-01,gen7uu,37
2020-09-01,gen8doublesou,60
2020-09-01,gen8doublesubers,59
2020-09-01,gen8doublesuu,61
2020-09-01,gen8lc,57
2020-09-01,gen8monotype,58
2020-09-01,gen8nu,55
2020-09-01,gen8ou,52
2020-09-01,gen8pu,56
2020-09-01,gen8ru,54
2020-09-01,gen8ubers,51
2020-09-01,gen8uu,53
2020-09-01,gen8vgc2020,62
2020-10-01,gen1ou,2
2020-10-01,gen2ou,5
2020-10-01,gen3ou,8
2020-10-01,gen4ou,11
2020-10-01,gen5ou,15
2020-10-01,gen5ubers,14
2020-10-01,gen6monotype,28
2020-10-01,gen6ou,22
2020-10-01,gen7doublesou,44
2020-10-01,gen7monotype,42
2020-10-01,gen7ou,36
2020-10-01,gen7ubers,35
2020-10-01,gen7uu,37
2020-10-01,gen8doublesou,60
2020-10-01,gen8doublesubers,59
2020-10-01,gen8doublesuu,61
2020-10-01,gen8lc,57
2020-10-01,gen8monotype,58
2020-10-01,gen8nu,55
2020-10-01,gen8ou,52
2020-10-01,gen8pu,56
2020-10-01,gen8ru,54
2020-10-01,gen8ubers,51
2020-10-01,gen8uu,53
2020-10-01,gen8vgc2020,62
2020-10-01,gen8vgc2021,63
2020-11-01,gen1ou,2
2020-11-01,gen2ou,5
2020-11-01,gen3ou,8
2020-11-01,gen4ou,11
2020-11-01,gen5ou,15
2020-11-01,gen6ou,22
2020-11-01,gen6ubers,21
2020-11-01,gen7doublesou,44
2020-11-01,gen7monotype,42
2020-11-01,gen7ou,36
2020-11-01,gen7ubers,35
2020-11-01,gen8doublesou,60
2020-11-01,gen8doublesubers,59
2020-11-01,gen8doublesuu,61
2020-11-01,gen8lc,57
2020-11-01,gen8monotype,58
2020-11-01,gen8nu,55
2020-11-01,gen8ou,52
2020-11-01,gen8pu,56
2020-11-01,gen8ru,54
2020-11-01,gen8ubers,51
2020-11-01,gen8uu,53
2020-11-01,gen8vgc2021,63
2020-12-01,gen1ou,2
2020-12-01,gen1uu,3
2020-12-01,gen2ou,5
2020-12-01,gen3ou,8
2020-12-01,gen4ou,11
2020-12-01,gen5ou,15
2020-12-01,gen6ou,22
2020-12-01,gen7doublesou,44
2020-12-01,gen7ou,36
2020-12-01,gen7ubers,35
2020-12-01,gen8doublesou,60
2020-12-01,gen8doublesubers,59
2020-12-01,gen8doublesuu,61
2020-12-01,gen8lc,57
2020-12-01,gen8monotype,58
2020-12-01,gen8nu,55
2020-12-01,gen8ou,52
2020-12-01,gen8pu,56
2020-12-01,gen8ru,54
2020-12-01,gen8ubers,51
2020-12-01,gen8uu,53
2020-12-01,gen8vgc2021,63
2021-01-01,gen1ou,2
2021-01-01,gen2ou,5
2021-01-01,gen2uu,6
2021-01-01,gen3ou,8
2021-01-01,gen4ou,11
2021-01-01,gen4ubers,10
2021-01-01,gen5lc,19
2021-01-01,gen5ou,15
2021-01-01,gen6ou,22
2021-01-01,gen7doublesou,44
2021-01-01,gen7ou,36
2021-01-01,gen7ubers,35
2021-01-01,gen8doublesou,60
2021-01-01,gen8doublesubers,59
2021-01-01,gen8doublesuu,61
2021-01-01,gen8lc,57
2021-01-01,gen8monotype,58
2021-01-01,gen8nu,55
2021-01-01,gen8ou,52
2021-01-01,gen8pu,56
2021-01-01,gen8ru,54
2021-01-01,gen8ubers,51
2021-01-01,gen8uu,53
2021-01-01,gen8vgc2021,63
2021-02-01,gen1ou,2
2021-02-01,gen2ou,5
2021-02-01,gen3ou,8
2021-02-01,gen3uu,9
2021-02-01,gen4ou,11
2021-02-01,gen5ou,15
2021-02-01,gen6ou,22
2021-02-01,gen7doublesou,44
2021-02-01,gen7ou,36
2021-02-01,gen7ubers,35
2021-02-01,gen8doublesou,60
2021-02-01,gen8doublesubers,59
2021-02-01,gen8doublesuu,61
2021-02-01,gen8lc,57
2021-02-01,gen8monotype,58
2021-02-01,gen8nu,55
2021-02-01,gen8ou,52
2021-02-01,gen8pu,56
2021-02-01,gen8ru,54
2021-02-01,gen8ubers,51
2021-02-01,gen8uu,53
2021-02-01,gen8vgc2021,63
2021-03-01,gen1ou,2
2021-03-01,gen2ou,5
2021-03-01,gen3ou,8
2021-03-01,gen4ou,11
2021-03-01,gen4uu,12
2021-03-01,gen5ou,15
2021-03-01,gen6ou,22
2021-03-01,gen7doublesou,44
2021-03-01,gen7ou,36
2021-03-01,gen7pu,40
2021-03-01,gen7ubers,35
2021-03-01,gen8doublesou,60
2021-03-01,gen8doublesubers,59
2021-03-01,gen8doublesuu,61
2021-03-01,gen8lc,57
2021-03-01,gen8monotype,58
2021-03-01,gen8nu,55
2021-03-01,gen8ou,52
2021-03-01,gen8pu,56
2021-03-01,gen8ru,54
2021-03-01,gen8ubers,51
2021-03-01,gen8uu,53
2021-03-01,gen8vgc2021,63
2021-04-01,gen1ou,2
2021-04-01,gen2ou,5
2021-04-01,gen3ou,8
2021-04-01,gen4ou,11
2021-04-01,gen5ou,15
2021-04-01,gen5uu,16
2021-04-01,gen6ou,22
2021-04-01,gen6uu,23
2021-04-01,gen7doublesou,44
2021-04-01,gen7ou,36
2021-04-01,gen7ubers,35
2021-04-01,gen8doublesou,60
2021-04-01,gen8doublesubers,59
2021-04-01,gen8doublesuu,61
2021-04-01,gen8lc,57
2021-04-01,gen8monotype,58
2021-04-01,gen8nu,55
2021-04-01,gen8ou,52
2021-04-01,gen8pu,56
2021-04-01,gen8ru,54
2021-04-01,gen8ubers,51
2021-04-01,gen8uu,53
2021-04-01,gen8vgc2021,63
2021-05-01,gen1ou,2
2021-05-01,gen2ou,5
2021-05-01,gen3ou,8
2021-05-01,gen4lc,13
2021-05-01,gen4ou,11
2021-05-01,gen5ou,15
2021-05-01,gen6ou,22
2021-05-01,gen6uu,23
2021-05-01,gen7doublesou,44
2021-05-01,gen7monotype,42
2021-05-01,gen7ou,36
2021-05-01,gen7ubers,35
2021-05-01,gen8doublesou,60
2021-05-01,gen8doublesubers,59
2021-05-01,gen8doublesuu,61
2021-05-01,gen8lc,57
2021-05-01,gen8monotype,58
2021-05-01,gen8nu,55
2021-05-01,gen8ou,52
2021-05-01,gen8pu,56
2021-05-01,gen8ru,54
2021-05-01,gen8ubers,51
2021-05-01,gen8uu,53
2021-05-01,gen8vgc2021series9,63
2021-06-01,gen1ou,2
2021-06-01,gen1ubers,1
2021-06-01,gen2ou,5
2021-06-01,gen3ou,8
2021-06-01,gen4ou,11
2021-06-01,gen5ou,15
2021-06-01,gen6ou,22
2021-06-01,gen7doublesou,44
2021-06-01,gen7ou,36
2021-06-01,gen7ubers,35
2021-06-01,gen7uu,37
2021-06-01,gen8doublesou,60
2021-06-01,gen8doublesubers,59
2021-06-01,gen8doublesuu,61
2021-06-01,gen8lc,57
2021-06-01,gen8monotype,58
2021-06-01,gen8nu,55
2021-06-01,gen8ou,52
2021-06-01,gen8pu,56
2021-06-01,gen8ru,54
2021-06-01,gen8ubers,51
2021-06-01,gen8uu,53
2021-06-01,gen8vgc2021series9,63
2021-07-01,gen1ou,2
2021-07-01,gen2ou,5
2021-07-01,gen2ubers,4
2021-07-01,gen3ou,8
2021-07-01,gen4ou,11
2021-07-01,gen5ou,15
2021-07-01,gen5ru,17
2021-07-01,gen6ou,22
2021-07-01,gen7doublesou,44
2021-07-01,gen7ou,36
2021-07-01,gen7ubers,35
2021-07-01,gen7uu,37
2021-07-01,gen8doublesou,60
2021-07-01,gen8doublesubers,59
2021-07-01,gen8doublesuu,61
2021-07-01,gen8lc,57
2021-07-01,gen8monotype,58
2021-07-01,gen8nu,55
2021-07-01,gen8ou,52
2021-07-01,gen8pu,56
2021-07-01,gen8ru,54
2021-07-01,gen8ubers,51
2021-07-01,gen8uu,53
2021-07-01,gen8vgc2021series10,63
2021-08-01,gen1ou,2
2021-08-01,gen2ou,5
2021-08-01,gen3ou,8
2021-08-01,gen3ubers,7
2021-08-01,gen4ou,11
2021-08-01,gen4uu,12
2021-08-01,gen5ou,15
2021-08-01,gen6ou,22
2021-08-01,gen7doublesou,44
2021-08-01,gen7ou,36
2021-08-01,gen7ubers,35
2021-08-01,gen8doublesou,60
2021-08-01,gen8doublesubers,59
2021-08-01,gen8doublesuu,61
2021-08-01,gen8lc,57
2021-08-01,gen8monotype,58
2021-08-01,gen8nu,55
2021-08-01,gen8ou,52
2021-08-01,gen8pu,56
2021-08-01,gen8ru,54
2021-08-01,gen8ubers,51
2021-08-01,gen8uu,53
2021-08-01,gen8vgc2021series10,63
2021-09-01,gen1ou,2
2021-09-01,gen2ou,5
2021-09-01,gen3ou,8
2021-09-01,gen4ou,11
2021-09-01,gen4ubers,10
2021-09-01,gen5ou,15
2021-09-01,gen6ou,22
2021-09-01,gen7doublesou,44
2021-09-01,gen7ou,36
2021-09-01,gen7ubers,35
2021-09-01,gen8doublesou,60
2021-09-01,gen8doublesubers,59
2021-09-01,gen8doublesuu,61
2021-09-01,gen8lc,57
2021-09-01,gen8monotype,58
2021-09-01,gen8nu,55
2021-09-01,gen8ou,52
2021-09-01,gen8pu,56
2021-09-01,gen8ru,54
2021-09-01,gen8ubers,51
2021-09-01,gen8uu,53
2021-09-01,gen8vgc2021series10,63
2021-10-01,gen1ou,2
2021-10-01,gen2ou,5
2021-10-01,gen3ou,8
2021-10-01,gen4ou,11
2021-10-01,gen4ubers,10
2021-10-01,gen5ou,15
2021-10-01,gen5ubers,14
2021-10-01,gen6ou,22
2021-10-01,gen7doublesou,44
2021-10-01,gen7ou,36
2021-10-01,gen7pu,40
2021-10-01,gen7ubers,35
2021-10-01,gen8doublesou,60
2021-10-01,gen8doublesubers,59
2021-10-01,gen8doublesuu,61
2021-10-01,gen8lc,57
2021-10-01,gen8monotype,58
2021-10-01,gen8nu,55
2021-10-01,gen8ou,52
2021-10-01,gen8pu,56
2021-10-01,gen8ru,54
2021-10-01,gen8ubers,51
2021-10-01,gen8uu,53
2021-10-01,gen8vgc2021series10,63
2021-11-01,gen1ou,2
2021-11-01,gen2ou,5
2021-11-01,gen3ou,8
