version_group_id,move_id,stat_id,stages,percent
16,347,8,1,0
16,347,9,1,0
16,349,2,1,0
16,349,4,1,0
16,354,8,-2,100
16,359,4,-1,100
16,370,3,-1,100
16,370,9,-1,100
16,397,4,2,0
16,405,9,-1,10
16,411,9,-1,10
16,412,9,-1,10
16,414,9,-1,10
16,417,8,2,0
16,426,6,-1,30
16,429,6,-1,30
16,430,9,-1,10
16,432,7,-1,0
16,434,8,-2,100
16,437,8,-2,100
16,445,8,-2,0
16,451,8,1,70
16,455,3,1,0
16,455,9,1,0
16,465,9,-2,40
16,466,2,1,10
16,466,3,1,10
16,466,4,1,10
16,466,8,1,10
16,466,9,1,10
16,468,2,1,0
16,468,6,1,0
16,475,4,2,0
16,483,4,1,0
16,483,8,1,0
16,483,9,1,0
16,488,4,1,100
16,489,2,1,0
16,489,3,1,0
16,489,6,1,0
16,490,4,-1,100
16,491,9,-2,100
16,504,2,2,100
16,504,3,-1,100
16,504,4,2,100
16,504,8,2,100
16,504,9,-1,100
16,508,2,1,0
16,508,4,2,0
16,522,8,-1,100
16,523,4,-1,100
16,526,2,1,0
16,526,8,1,0
16,527,4,-1,100
16,534,3,-1,50
16,536,6,-1,50
16,538,3,3,0
16,539,6,-1,40
16,549,4,-1,100
16,552,8,1,50
16,555,8,-1,100
16,557,3,-1,100
16,557,4,-1,100
16,557,9,-1,100
16,563,2,1,100
16,563,8,1,100
16,568,2,-1,100
16,568,8,-1,100
16,575,2,-1,100
16,575,8,-1,100
16,579,3,1,100
16,583,2,-1,10
16,585,8,-1,30
16,589,2,-1,100
16,590,8,-1,100
16,591,3,1,50
16,595,8,-1,100
16,597,9,1,0
16,598,8,-2,0
16,599,2,-1,100
16,599,4,-1,100
16,599,8,-1,100
16,601,4,2,0
16,601,8,2,0
16,601,9,2,0
16,602,3,1,0
16,602,9,1,0
16,608,2,-1,0
16,612,2,1,100
16,620,3,-1,100
16,620,9,-1,100
16,621,3,-1,100
17,14,2,2,0
17,28,6,-1,0
17,39,3,-1,0
17,43,3,-1,100
17,45,2,-1,0
17,51,9,-1,10
17,61,4,-1,10
17,62,2,-1,10
17,74,2,1,0
17,74,8,1,0
17,81,4,-2,0
17,94,9,-1,10
17,96,2,1,0
17,97,4,2,0
17,103,3,-2,0
17,104,7,1,0
17,106,3,1,0
17,107,7,2,0
17,108,6,-1,0
17,110,3,1,0
17,111,3,1,0
17,112,3,2,0
17,132,4,-1,10
17,133,9,2,0
17,134,6,-1,0
17,145,4,-1,10
17,148,6,-1,0
17,151,3,2,0
17,159,2,1,0
17,178,4,-2,0
17,184,4,-2,0
17,189,6,-1,100
17,190,6,-1,50
17,196,4,-1,100
17,204,2,-2,0
17,207,2,2,0
17,211,3,1,10
17,230,7,-2,0
17,231,3,-1,30
17,232,2,1,10
17,242,3,-1,20
17,246,2,1,10
17,246,3,1,10
17,246,4,1,10
17,246,8,1,10
17,246,9,1,10
17,247,9,-1,20
17,249,3,-1,50
17,254,3,1,0
17,254,9,1,0
17,260,8,1,0
17,262,2,-2,0
17,262,8,-2,0
17,268,9,1,0
17,276,2,-1,100
17,276,3,-1,100
17,294,8,3,0
17,295,9,-1,50
17,296,8,-1,50
17,297,2,-2,0
17,306,3,-1,50
17,309,2,1,20
17,313,9,-2,0
17,315,8,-2,100
17,317,4,-1,100
17,318,2,1,10
17,318,3,1,10
17,318,4,1,10
17,318,8,1,10
17,318,9,1,10
17,319,9,-2,0
17,321,2,-1,0
17,321,3,-1,0
17,322,3,1,0
17,322,9,1,0
17,330,6,-1,30
17,334,3,2,0
17,336,2,1,0
17,339,2,1,0
17,339,3,1,0
17,341,4,-1,100
17,347,8,1,0
17,347,9,1,0
17,349,2,1,0
17,349,4,1,0
17,354,8,-2,100
17,359,4,-1,100
17,370,3,-1,100
17,370,9,-1,100
17,397,4,2,0
17,405,9,-1,10
17,411,9,-1,10
17,412,9,-1,10
17,414,9,-1,10
17,417,8,2,0
17,426,6,-1,30
17,429,6,-1,30
17,430,9,-1,10
17,432,7,-1,0
17,434,8,-2,100
17,437,8,-2,100
17,445,8,-2,0
17,451,8,1,70
17,455,3,1,0
17,455,9,1,0
17,465,9,-2,40
17,466,2,1,10
17,466,3,1,10
17,466,4,1,10
17,466,8,1,10
17,466,9,1,10
17,468,2,1,0
17,468,6,1,0
17,475,4,2,0
17,483,4,1,0
17,483,8,1,0
17,483,9,1,0
17,488,4,1,100
17,489,2,1,0
17,489,3,1,0
17,489,6,1,0
17,490,4,-1,100
17,491,9,-2,100
17,504,2,2,100
17,504,3,-1,100
17,504,4,2,100
17,504,8,2,100
17,504,9,-1,100
17,508,2,1,0
17,508,4,2,0
17,522,8,-1,100
17,523,4,-1,100
17,526,2,1,0
17,526,8,1,0
17,527,4,-1,100
17,534,3,-1,50
17,536,6,-1,50
17,538,3,3,0
17,539,6,-1,40
17,549,4,-1,100
17,552,8,1,50
17,555,8,-1,100
17,557,3,-1,100
17,557,4,-1,100
17,557,9,-1,100
17,563,2,1,100
17,563,8,1,100
17,568,2,-1,100
17,568,8,-1,100
17,575,2,-1,100
17,575,8,-1,100
17,579,3,1,100
17,583,2,-1,10
17,585,8,-1,30
17,589,2,-1,100
17,590,8,-1,100
17,591,3,2,50
17,595,8,-1,100
17,597,9,1,0
17,598,8,-2,0
17,599,2,-1,100
17,599,4,-1,100
17,599,8,-1,100
17,601,4,2,0
17,601,8,2,0
17,601,9,2,0
17,602,3,1,0
17,602,9,1,0
17,608,2,-1,0
17,612,2,1,100
17,620,3,-1,100
17,620,9,-1,100
17,621,3,-1,100
17,665,4,-1,100
17,668,2,-1,100
17,672,4,-1,100
17,674,2,1,0
17,674,8,1,0
17,679,2,-1,100
17,680,3,-1,100
17,688,2,-1,100
17,691,3,-1,100
17,702,2,2,100
17,702,3,2,100
17,702,4,2,100
17,702,8,2,100
17,702,9,2,100
17,705,8,-2,100
17,708,3,-1,20
17,710,3,-1,20
17,715,2,-1,100
17,715,8,-1,100
18,14,2,2,0
18,28,6,-1,0
18,39,3,-1,0
18,43,3,-1,100
18,45,2,-1,0
18,51,9,-1,10
18,61,4,-1,10
18,62,2,-1,10
18,74,2,1,0
18,74,8,1,0
18,81,4,-2,0
18,94,9,-1,10
18,96,2,1,0
18,97,4,2,0
18,103,3,-2,0
18,104,7,1,0
18,106,3,1,0
18,107,7,2,0
18,108,6,-1,0
18,110,3,1,0
18,111,3,1,0
18,112,3,2,0
18,132,4,-1,10
18,133,9,2,0
18,134,6,-1,0
18,145,4,-1,10
18,148,6,-1,0
18,151,3,2,0
18,159,2,1,0
18,178,4,-2,0
18,184,4,-2,0
18,189,6,-1,100
18,190,6,-1,50
18,196,4,-1,100
18,204,2,-2,0
18,207,2,2,0
18,211,3,1,10
18,230,7,-2,0
18,231,3,-1,30
18,232,2,1,10
18,242,3,-1,20
18,246,2,1,10
18,246,3,1,10
18,246,4,1,10
18,246,8,1,10
18,246,9,1,10
18,247,9,-1,20
18,249,3,-1,50
18,254,3,1,0
18,254,9,1,0
18,260,8,1,0
18,262,2,-2,0
18,262,8,-2,0
18,268,9,1,0
18,276,2,-1,100
18,276,3,-1,100
18,294,8,3,0
18,295,9,-1,50
18,296,8,-1,50
18,297,2,-2,0
18,306,3,-1,50
18,309,2,1,20
18,313,9,-2,0
18,315,8,-2,100
18,317,4,-1,100
18,318,2,1,10
18,318,3,1,10
18,318,4,1,10
18,318,8,1,10
18,318,9,1,10
18,319,9,-2,0
18,321,2,-1,0
18,321,3,-1,0
18,322,3,1,0
18,322,9,1,0
18,330,6,-1,30
18,334,3,2,0
18,336,2,1,0
18,339,2,1,0
18,339,3,1,0
18,341,4,-1,100
18,347,8,1,0
18,347,9,1,0
18,349,2,1,0
18,349,4,1,0
18,354,8,-2,100
18,359,4,-1,100
18,370,3,-1,100
18,370,9,-1,100
18,397,4,2,0
18,405,9,-1,10
18,411,9,-1,10
18,412,9,-1,10
18,414,9,-1,10
18,417,8,2,0
18,426,6,-1,30
18,429,6,-1,30
18,430,9,-1,10
18,432,7,-1,0
18,434,8,-2,100
18,437,8,-2,100
18,445,8,-2,0
18,451,8,1,70
18,455,3,1,0
18,455,9,1,0
18,465,9,-2,40
18,466,2,1,10
18,466,3,1,10
18,466,4,1,10
18,466,8,1,10
18,466,9,1,10
18,468,2,1,0
18,468,6,1,0
18,475,4,2,0
18,483,4,1,0
18,483,8,1,0
18,483,9,1,0
18,488,4,1,100
18,489,2,1,0
18,489,3,1,0
18,489,6,1,0
18,490,4,-1,100
18,491,9,-2,100
18,504,2,2,100
18,504,3,-1,100
18,504,4,2,100
18,504,8,2,100
18,504,9,-1,100
18,508,2,1,0
18,508,4,2,0
18,522,8,-1,100
18,523,4,-1,100
18,526,2,1,0
18,526,8,1,0
18,527,4,-1,100
18,534,3,-1,50
18,536,6,-1,50
18,538,3,3,0
18,539,6,-1,40
18,549,4,-1,100
18,552,8,1,50
18,555,8,-1,100
18,557,3,-1,100
18,557,4,-1,100
18,557,9,-1,100
18,563,2,1,100
18,563,8,1,100
18,568,2,-1,100
18,568,8,-1,100
18,575,2,-1,100
18,575,8,-1,100
18,579,3,1,100
18,583,2,-1,10
18,585,8,-1,30
18,589,2,-1,100
18,590,8,-1,100
18,591,3,2,50
18,595,8,-1,100
18,597,9,1,0
18,598,8,-2,0
18,599,2,-1,100
18,599,4,-1,100
18,599,8,-1,100
18,601,4,2,0
18,601,8,2,0
18,601,9,2,0
18,602,3,1,0
18,602,9,1,0
18,608,2,-1,0
18,612,2,1,100
18,620,3,-1,100
18,620,9,-1,100
18,621,3,-1,100
18,665,4,-1,100
18,668,2,-1,100
18,672,4,-1,100
18,674,2,1,0
18,674,8,1,0
18,679,2,-1,100
18,680,3,-1,100
18,688,2,-1,100
18,691,3,-1,100
18,702,2,2,100
18,702,3,2,100
18,702,4,2,100
18,702,8,2,100
18,702,9,2,100
18,705,8,-2,100
18,708,3,-1,20
18,710,3,-1,20
18,715,2,-1,100
18,715,8,-1,100
18,728,2,1,100
18,728,3,1,100
18,728,4,1,100
18,728,8,1,100
18,728,9,1,100
19,14,2,2,0
19,28,6,-1,0
19,39,3,-1,0
19,43,3,-1,100
19,45,2,-1,0
19,51,9,-1,10
19,61,4,-1,10
19,62,2,-1,10
19,74,2,1,0
19,74,8,1,0
19,81,4,-2,0
19,94,9,-1,10
19,96,2,1,0
19,97,4,2,0
19,103,3,-2,0
19,104,7,1,0
19,106,3,1,0
19,107,7,2,0
19,108,6,-1,0
19,110,3,1,0
19,111,3,1,0
19,112,3,2,0
19,132,4,-1,10
19,133,9,2,0
19,134,6,-1,0
19,145,4,-1,10
19,148,6,-1,0
19,151,3,2,0
19,159,2,1,0
19,178,4,-2,0
19,184,4,-2,0
19,189,6,-1,100
19,190,6,-1,50
19,196,4,-1,100
19,204,2,-2,0
19,207,2,2,0
19,211,3,1,10
19,230,7,-2,0
19,231,3,-1,30
19,232,2,1,10
19,242,3,-1,20
19,246,2,1,10
19,246,3,1,10
19,246,4,1,10
19,246,8,1,10
19,246,9,1,10
19,247,9,-1,20
19,249,3,-1,50
19,260,8,1,0
19,268,9,1,0
19,276,2,-1,100
19,276,3,-1,100
19,294,8,3,0
19,295,9,-1,50
19,296,8,-1,50
19,297,2,-2,0
19,306,3,-1,50
19,309,2,1,20
19,313,9,-2,0
19,315,8,-2,100
19,317,4,-1,100
19,318,2,1,10
19,318,3,1,10
19,318,4,1,10
19,318,8,1,10
19,318,9,1,10
19,319,9,-2,0
19,321,2,-1,0
19,321,3,-1,0
19,322,3,1,0
19,322,9,1,0
19,330,6,-1,30
19,334,3,2,0
19,336,2,1,0
19,339,2,1,0
19,339,3,1,0
19,341,4,-1,100
19,347,8,1,0
19,347,9,1,0
19,349,2,1,0
19,349,4,1,0
19,354,8,-2,100
19,359,4,-1,100
19,370,3,-1,100
19,370,9,-1,100
19,397,4,2,0
19,405,9,-1,10
19,411,9,-1,10
19,412,9,-1,10
19,414,9,-1,10
19,417,8,2,0
19,426,6,-1,30
19,429,6,-1,30
19,430,9,-1,10
19,434,8,-2,100
19,437,8,-2,100
19,445,8,-2,0
19,451,8,1,70
19,455,3,1,0
19,455,9,1,0
19,465,9,-2,40
19,466,2,1,10
19,466,3,1,10
19,466,4,1,10
19,466,8,1,10
19,466,9,1,10
19,468,2,1,0
19,468,6,1,0
19,475,4,2,0
19,483,4,1,0
19,483,8,1,0
19,483,9,1,0
19,488,4,1,100
19,489,2,1,0
19,489,3,1,0
19,489,6,1,0
19,490,4,-1,100
19,491,9,-2,100
19,504,2,2,100
19,504,3,-1,100
19,504,4,2,100
19,504,8,2,100
19,504,9,-1,100
19,508,2,1,0
19,508,4,2,0
19,522,8,-1,100
19,523,4,-1,100
19,526,2,1,0
19,526,8,1,0
19,527,4,-1,100
19,534,3,-1,50
19,536,6,-1,50
19,538,3,3,0
19,539,6,-1,40
19,549,4,-1,100
19,552,8,1,50
19,555,8,-1,100
19,557,3,-1,100
19,557,4,-1,100
19,557,9,-1,100
19,563,2,1,100
19,563,8,1,100
19,568,2,-1,100
19,568,8,-1,100
19,575,2,-1,100
19,575,8,-1,100
19,579,3,1,100
19,583,2,-1,10
19,585,8,-1,30
19,589,2,-1,100
19,590,8,-1,100
19,591,3,2,50
19,595,8,-1,100
19,597,9,1,0
19,598,8,-2,0
19,599,2,-1,100
19,599,4,-1,100
19,599,8,-1,100
19,601,4,2,0
19,601,8,2,0
19,601,9,2,0
19,602,3,1,0
19,602,9,1,0
19,608,2,-1,0
19,612,2,1,100
19,620,3,-1,100
19,620,9,-1,100
19,621,3,-1,100
19,665,4,-1,100
19,668,2,-1,100
19,672,4,-1,100
19,674,2,1,0
19,674,8,1,0
19,679,2,-1,100
19,680,3,-1,100
19,688,2,-1,100
19,691,3,-1,100
19,702,2,2,100
19,702,3,2,100
19,702,4,2,100
19,702,8,2,100
19,702,9,2,100
19,705,8,-2,100
19,708,3,-1,20
19,710,3,-1,20
19,715,2,-1,100
19,715,8,-1,100
19,728,2,1,100
19,728,3,1,100
19,728,4,1,100
19,728,8,1,100
19,728,9,1,100
19,729,7,1,100
20,14,2,2,0
20,28,6,-1,0
20,39,3,-1,0
20,43,3,-1,100
20,45,2,-1,0
20,51,9,-1,10
20,61,4,-1,10
20,62,2,-1,10
20,74,2,1,0
20,74,8,1,0
20,81,4,-2,0
20,94,9,-1,10
20,96,2,1,0
20,97,4,2,0
20,103,3,-2,0
20,104,7,1,0
20,106,3,1,0
20,107,7,2,0
20,108,6,-1,0
20,110,3,1,0
20,111,3,1,0
20,112,3,2,0
20,132,4,-1,10
20,133,9,2,0
20,134,6,-1,0
20,145,4,-1,10
20,148,6,-1,0
20,151,3,2,0
20,159,2,1,0
20,178,4,-2,0
20,184,4,-2,0
20,189,6,-1,100
20,190,6,-1,50
20,196,4,-1,100
20,204,2,-2,0
20,207,2,2,0
20,211,3,1,10
20,229,4,1,100
20,230,7,-2,0
20,231,3,-1,30
20,232,2,1,10
20,242,3,-1,20
20,246,2,1,10
20,246,3,1,10
20,246,4,1,10
20,246,8,1,10
20,246,9,1,10
20,247,9,-1,20
20,249,3,-1,50
20,254,3,1,0
20,254,9,1,0
20,260,8,1,0
20,262,2,-2,0
20,262,8,-2,0
20,268,9,1,0
20,276,2,-1,100
20,276,3,-1,100
20,294,8,3,0
20,295,9,-1,50
20,296,8,-1,50
20,297,2,-2,0
20,306,3,-1,50
20,309,2,1,20
20,313,9,-2,0
20,315,8,-2,100
20,317,4,-1,100
20,318,2,1,10
20,318,3,1,10
20,318,4,1,10
20,318,8,1,10
20,318,9,1,10
20,319,9,-2,0
20,321,2,-1,0
20,321,3,-1,0
20,322,3,1,0
20,322,9,1,0
20,330,6,-1,30
20,334,3,2,0
20,336,2,1,0
20,339,2,1,0
20,339,3,1,0
20,341,4,-1,100
20,347,8,1,0
20,347,9,1,0
20,349,2,1,0
20,349,4,1,0
20,354,8,-2,100
20,359,4,-1,100
20,370,3,-1,100
20,370,9,-1,100
20,397,4,2,0
20,405,9,-1,10
20,411,9,-1,10
20,412,9,-1,10
20,414,9,-1,10
20,417,8,2,0
20,426,6,-1,30
20,429,6,-1,30
20,430,9,-1,10
20,432,7,-1,0
20,434,8,-2,100
20,437,8,-2,100
20,445,8,-2,0
20,451,8,1,70
20,455,3,1,0
20,455,9,1,0
20,465,9,-2,40
20,466,2,1,10
20,466,3,1,10
20,466,4,1,10
20,466,8,1,10
20,466,9,1,10
20,468,2,1,0
20,468,6,1,0
20,475,4,2,0
20,483,4,1,0
20,483,8,1,0
20,483,9,1,0
20,488,4,1,100
20,489,2,1,0
20,489,3,1,0
20,489,6,1,0
20,490,4,-1,100
20,491,9,-2,100
20,504,2,2,100
20,504,3,-1,100
20,504,4,2,100
20,504,8,2,100
20,504,9,-1,100
20,508,2,1,0
20,508,4,2,0
20,522,8,-1,100
20,523,4,-1,100
20,526,2,1,0
20,526,8,1,0
20,527,4,-1,100
20,534,3,-1,50
20,536,6,-1,50
20,538,3,3,0
20,539,6,-1,40
20,549,4,-1,100
20,552,8,1,50
20,555,8,-1,100
20,557,3,-1,100
20,557,4,-1,100
20,557,9,-1,100
20,563,2,1,100
20,563,8,1,100
20,568,2,-1,100
20,568,8,-1,100
20,575,2,-1,100
20,575,8,-1,100
20,579,3,1,100
20,583,2,-1,10
20,585,8,-1,30
20,589,2,-1,100
20,590,8,-1,100
20,591,3,2,50
20,595,8,-1,100
20,597,9,1,0
20,598,8,-2,0
20,599,2,-1,100
20,599,4,-1,100
20,599,8,-1,100
20,601,4,2,0
20,601,8,2,0
20,601,9,2,0
20,602,3,1,0
20,602,9,1,0
20,608,2,-1,0
20,612,2,1,100
20,620,3,-1,100
20,620,9,-1,100
20,621,3,-1,100
20,665,4,-1,100
20,668,2,-1,100
20,672,4,-1,100
20,674,2,1,0
20,674,8,1,0
20,679,2,-1,100
20,680,3,-1,100
20,688,2,-1,100
20,691,3,-1,100
20,702,2,2,100
20,702,3,2,100
20,702,4,2,100
20,702,8,2,100
20,702,9,2,100
20,705,8,-2,100
20,708,3,-1,20
20,710,3,-1,20
20,715,2,-1,100
20,715,8,-1,100
20,728,2,1,100
20,728,3,1,100
20,728,4,1,100
20,728,8,1,100
20,728,9,1,100
20,729,7,1,100
20,747,3,2,100
20,748,2,1,100
20,748,3,1,100
20,748,4,1,100
20,748,8,1,100
20,748,9,1,100
20,749,4,-1,100
20,758,8,-1,100
20,760,4,-1,100
20,761,2,1,100
20,762,3,-1,100
20,764,8,1,100
20,766,4,1,100
20,768,2,-1,100
20,771,9,1,100
20,772,9,-1,100
20,774,3,1,100
20,775,2,1,100
20,775,3,1,100
20,775,4,1,100
20,775,8,1,100
20,775,9,1,100
20,777,2,2,100
20,777,8,2,100
20,778,4,-1,100
20,783,4,1,100
20,784,2,-1,100
20,787,9,-1,100
20,788,3,-1,100
20,789,8,-1,100
20,799,3,-1,0
20,799,4,1,0
20,800,8,1,0
20,806,8,-1,100
20,811,2,1,100
20,811,3,1,100
20,823,3,-1,100
20,10054,7,-1,100
20,10059,4,-2,100
21,254,3,1,0
21,254,9,1,0
21,262,2,-2,0
21,262,8,-2,0
21,432,7,-1,0
22,14,2,2,0
22,28,6,-1,0
22,39,3,-1,0
22,43,3,-1,100
22,45,2,-1,0
22,51,9,-1,10
22,61,4,-1,10
22,62,2,-1,10
22,74,2,1,0
22,74,8,1,0
22,81,4,-2,0
22,94,9,-1,10
22,96,2,1,0
22,97,4,2,0
22,103,3,-2,0
22,104,7,1,0
22,106,3,1,0
22,107,7,2,0
22,108,6,-1,0
22,110,3,1,0
22,111,3,1,0
22,112,3,2,0
22,132,4,-1,10
22,133,9,2,0
22,134,6,-1,0
22,145,4,-1,10
22,148,6,-1,0
22,151,3,2,0
22,159,2,1,0
22,178,4,-2,0
22,184,4,-2,0
22,189,6,-1,100
22,190,6,-1,50
22,196,4,-1,100
22,204,2,-2,0
22,207,2,2,0
22,211,3,1,10
22,229,4,1,100
22,230,7,-2,0
22,231,3,-1,30
22,232,2,1,10
22,242,3,-1,20
22,246,2,1,10
22,246,3,1,10
22,246,4,1,10
22,246,8,1,10
22,246,9,1,10
22,247,9,-1,20
22,249,3,-1,50
22,260,8,1,0
22,268,9,1,0
22,276,2,-1,100
22,276,3,-1,100
22,294,8,3,0
22,295,9,-1,50
22,296,8,-1,50
22,297,2,-2,0
22,306,3,-1,50
22,309,2,1,20
22,313,9,-2,0
22,315,8,-2,100
22,317,4,-1,100
22,318,2,1,10
22,318,3,1,10
22,318,4,1,10
22,318,8,1,10
22,318,9,1,10
22,319,9,-2,0
22,321,2,-1,0
22,321,3,-1,0
22,322,3,1,0
22,322,9,1,0
22,330,6,-1,30
22,334,3,2,0
22,336,2,1,0
22,339,2,1,0
22,339,3,1,0
22,341,4,-1,100
22,347,8,1,0
22,347,9,1,0
22,349,2,1,0
22,349,4,1,0
22,354,8,-2,100
22,359,4,-1,100
22,370,3,-1,100
22,370,9,-1,100
22,397,4,2,0
22,405,9,-1,10
22,411,9,-1,10
22,412,9,-1,10
22,414,9,-1,10
22,417,8,2,0
22,426,6,-1,30
22,429,6,-1,30
22,430,9,-1,10
22,434,8,-2,100
22,437,8,-2,100
22,445,8,-2,0
22,451,8,1,70
22,455,3,1,0
22,455,9,1,0
22,465,9,-2,40
22,466,2,1,10
22,466,3,1,10
22,466,4,1,10
22,466,8,1,10
22,466,9,1,10
22,468,2,1,0
22,468,6,1,0
22,475,4,2,0
22,483,4,1,0
22,483,8,1,0
22,483,9,1,0
22,488,4,1,100
22,489,2,1,0
22,489,3,1,0
22,489,6,1,0
22,490,4,-1,100
22,491,9,-2,100
22,504,2,2,100
22,504,3,-1,100
22,504,4,2,100
22,504,8,2,100
22,504,9,-1,100
22,508,2,1,0
22,508,4,2,0
22,522,8,-1,100
22,523,4,-1,100
22,526,2,1,0
22,526,8,1,0
22,527,4,-1,100
22,534,3,-1,50
22,536,6,-1,50
22,538,3,3,0
22,539,6,-1,40
22,549,4,-1,100
22,552,8,1,50
22,555,8,-1,100
22,557,3,-1,100
22,557,4,-1,100
22,557,9,-1,100
22,563,2,1,100
22,563,8,1,100
22,568,2,-1,100
22,568,8,-1,100
22,575,2,-1,100
22,575,8,-1,100
22,579,3,1,100
22,583,2,-1,10
22,585,8,-1,30
22,589,2,-1,100
22,590,8,-1,100
22,591,3,2,50
22,595,8,-1,100
22,597,9,1,0
22,598,8,-2,0
22,599,2,-1,100
22,599,4,-1,100
22,599,8,-1,100
22,601,4,2,0
22,601,8,2,0
22,601,9,2,0
22,602,3,1,0
22,602,9,1,0
22,608,2,-1,0
22,612,2,1,100
22,620,3,-1,100
22,620,9,-1,100
22,621,3,-1,100
22,665,4,-1,100
22,668,2,-1,100
22,672,4,-1,100
22,674,2,1,0
22,674,8,1,0
22,679,2,-1,100
22,680,3,-1,100
22,688,2,-1,100
22,691,3,-1,100
22,702,2,2,100
22,702,3,2,100
22,702,4,2,100
22,702,8,2,100
22,702,9,2,100
22,705,8,-2,100
22,708,3,-1,20
22,710,3,-1,20
22,715,2,-1,100
22,715,8,-1,100
22,728,2,1,100
22,728,3,1,100
22,728,4,1,100
22,728,8,1,100
22,728,9,1,100
22,729,7,1,100
22,747,3,2,100
22,748,2,1,100
22,748,3,1,100
22,748,4,1,100
22,748,8,1,100
22,748,9,1,100
22,749,4,-1,100
22,775,2,1,100
22,775,3,1,100
22,775,4,1,100
22,775,8,1,100
22,775,9,1,100
22,777,2,2,100
22,777,8,2,100
22,778,4,-1,100
22,783,4,1,100
22,784,2,-1,100
22,787,9,-1,100
22,788,3,-1,100
22,789,8,-1,100
22,806,8,-1,100
22,811,2,1,100
22,811,3,1,100
22,823,3,-1,100
23,14,2,2,0
23,28,6,-1,0
23,39,3,-1,0
23,43,3,-1,100
23,45,2,-1,0
23,51,9,-1,10
23,61,4,-1,10
23,62,2,-1,10
23,74,2,1,0
23,74,8,1,0
23,81,4,-2,0
23,94,9,-1,10
23,96,2,1,0
23,97,4,2,0
23,103,3,-2,0
23,104,7,1,0
23,106,3,1,0
23,107,7,2,0
23,108,6,-1,0
23,110,3,1,0
23,111,3,1,0
23,112,3,2,0
23,132,4,-1,10
23,133,9,2,0
23,134,6,-1,0
23,145,4,-1,10
23,148,6,-1,0
23,151,3,2,0
23,159,2,1,0
23,178,4,-2,0
23,184,4,-2,0
23,189,6,-1,100
23,190,6,-1,50
23,196,4,-1,100
23,204,2,-2,0
23,207,2,2,0
23,211,3,1,10
23,229,4,1,100
23,230,7,-2,0
23,231,3,-1,30
23,232,2,1,10
23,242,3,-1,20
23,246,2,1,10
23,246,3,1,10
23,246,4,1,10
23,246,8,1,10
23,246,9,1,10
23,247,9,-1,20
23,249,3,-1,50
23,254,3,1,0
23,254,9,1,0
23,260,8,1,0
23,262,2,-2,0
23,262,8,-2,0
23,268,9,1,0
23,276,2,-1,100
23,276,3,-1,100
23,294,8,3,0
23,295,9,-1,50
23,296,8,-1,50
23,297,2,-2,0
23,306,3,-1,50
23,309,2,1,20
23,313,9,-2,0
23,315,8,-2,100
23,317,4,-1,100
23,318,2,1,10
23,318,3,1,10
23,318,4,1,10
23,318,8,1,10
23,318,9,1,10
23,319,9,-2,0
23,321,2,-1,0
23,321,3,-1,0
23,322,3,1,0
23,322,9,1,0
23,330,6,-1,30
23,334,3,2,0
23,336,2,1,0
23,339,2,1,0
23,339,3,1,0
23,341,4,-1,100
23,347,8,1,0
23,347,9,1,0
23,349,2,1,0
23,349,4,1,0
23,354,8,-2,100
23,359,4,-1,100
23,370,3,-1,100
23,370,9,-1,100
23,397,4,2,0
23,405,9,-1,10
23,411,9,-1,10
23,412,9,-1,10
23,414,9,-1,10
23,417,8,2,0
23,426,6,-1,30
23,429,6,-1,30
23,430,9,-1,10
23,432,7,-1,0
23,434,8,-2,100
23,437,8,-2,100
23,445,8,-2,0
23,451,8,1,70
23,455,3,1,0
23,455,9,1,0
23,465,9,-2,40
23,466,2,1,10
23,466,3,1,10
23,466,4,1,10
23,466,8,1,10
23,466,9,1,10
23,468,2,1,0
23,468,6,1,0
23,475,4,2,0
23,483,4,1,0
23,483,8,1,0
23,483,9,1,0
23,488,4,1,100
23,489,2,1,0
23,489,3,1,0
23,489,6,1,0
23,490,4,-1,100
23,491,9,-2,100
23,504,2,2,100
23,504,3,-1,100
23,504,4,2,100
23,504,8,2,100
23,504,9,-1,100
23,508,2,1,0
23,508,4,2,0
23,522,8,-1,100
23,523,4,-1,100
23,526,2,1,0
23,526,8,1,0
23,527,4,-1,100
23,534,3,-1,50
23,536,6,-1,50
23,538,3,3,0
23,539,6,-1,40
23,549,4,-1,100
23,552,8,1,50
23,555,8,-1,100
23,557,3,-1,100
23,557,4,-1,100
23,557,9,255,100
23,563,2,1,100
23,563,8,1,100
23,568,2,-1,100
23,568,8,-1,100
23,575,2,-1,100
23,575,8,-1,100
23,579,3,1,100
23,583,2,-1,10
23,585,8,-1,30
23,589,2,-1,100
23,590,8,-1,100
23,591,3,2,50
23,595,8,-1,100
23,597,9,1,0
23,598,8,-2,0
23,599,2,-1,100
23,599,4,255,100
23,599,8,-1,100
23,601,4,2,0
23,601,8,2,0
23,601,9,2,0
23,602,3,1,0
23,602,9,1,0
23,608,2,-1,0
23,612,2,1,100
23,620,3,-1,100
23,620,9,-1,100
23,621,3,-1,100
23,665,4,-1,100
23,668,2,-1,100
23,672,4,-1,100
23,674,2,1,0
23,674,8,1,0
23,679,2,-1,100
23,680,3,-1,100
23,688,2,-1,100
23,691,3,-1,100
23,702,2,2,100
23,702,3,2,100
23,702,4,2,100
23,702,8,2,100
23,702,9,2,100
23,705,8,-2,100
23,708,3,-1,20
23,710,3,-1,20
23,715,2,-1,100
23,715,8,-1,100
23,728,2,1,100
